-0.04799,-0.028479,0.018352,0.18167,0.042334,-0.017288,-0.00789,0.06682,-0.11943,0.13012,0.071188,0.002976,-0.0093892,-0.12457,0.016524,0.052269,-0.044139,0.24122,0.022534,0.22248,-0.28946,-0.10964,0.10021,-0.30401,0.11623,-0.23191,-0.13339,-0.084654,-0.16235,-0.017291,0.26755,-0.22058,0.0072547,0.0075353,-0.13134,-0.16862,-0.1042,-0.17086,0.1335,-0.036913,-0.00087723,-0.09171,-0.1686,0.058645,-0.10139,-0.37353,0.17591,0.12258,0.062466,-0.097515
0.099391,-0.013422,-0.037274,-0.091401,0.102,0.14885,0.16805,0.094831,0.004085,-0.12039,-0.34627,-0.043371,-0.17442,-0.11524,-0.32982,0.054888,-0.13116,-0.0041088,-0.026938,0.19698,0.068617,0.11269,-0.14111,-0.2168,-0.26439,-0.057752,0.19614,0.0062549,-0.014955,7.555e-05,0.083954,0.11879,-0.049388,-0.091521,-0.068239,-0.07947,-0.015064,0.17556,0.09545,0.19215,-0.21055,0.11223,0.18037,-0.1764,-0.049964,-0.06559,0.22122,0.035186,0.21843,0.14241
-0.071516,-0.051747,0.061586,0.053942,0.010599,-0.43747,-0.032474,0.023689,-0.061583,-0.27253,-0.10253,0.083873,-0.15706,-0.24388,0.027005,0.29335,0.065977,0.07529,-0.080223,-0.096207,-0.26071,0.19171,-0.023989,0.067062,0.058604,0.18722,-0.087229,0.046118,0.20518,-0.13642,-0.02879,0.1897,0.17224,0.058435,-0.11215,0.057632,-0.046055,-0.021242,0.16029,0.14796,-0.24007,-0.071709,-0.043173,0.16498,0.10785,-0.035328,-0.0025722,-0.16849,0.012833,-0.11029
-0.22326,-0.10308,-0.026478,-0.051393,-0.056207,-0.084448,-0.12935,-0.28416,0.028716,-0.062989,0.052426,-0.047806,-0.14346,-0.073817,0.030977,-0.065923,0.093377,0.43393,-0.075575,0.043156,0.13979,-0.18771,0.03033,-0.10515,-0.11068,0.014073,0.045938,0.10814,-0.22709,0.013594,-0.042534,0.099669,-0.17382,0.057813,-0.12656,-0.063705,0.28851,-0.029515,0.17911,-0.1716,-0.20386,0.033912,0.17471,-0.15131,0.011345,-0.03814,-0.29579,-0.090189,-0.13625,0.12248
0.022334,-0.030132,0.015026,-0.28525,0.093318,-0.019857,-0.18277,-0.10347,0.080138,0.24466,-0.17317,-0.042904,-0.18135,0.022842,0.19506,-0.10583,-0.014138,-0.1284,-0.35894,0.094811,0.036583,-0.0040161,-0.05678,0.019456,0.07821,-0.14739,-0.10291,0.20594,-0.10208,-0.070543,-0.30962,-0.27936,0.07519,0.062141,0.034032,-0.13419,-0.068192,0.034443,0.12365,0.11289,-0.10868,-0.14609,-0.17889,0.085735,-0.067724,0.070127,0.08612,-0.2279,0.18838,0.11831
0.010375,0.18564,-0.11296,0.21401,0.05215,0.1171,0.013687,0.01268,-0.02078,-0.22128,-0.15442,0.048218,-0.18177,-0.18983,0.071867,-0.22691,-0.28615,0.11675,-0.021733,-0.0096653,0.065349,0.018651,-0.015984,0.18616,-0.16596,-0.16015,0.045903,0.14277,-0.065706,-0.13119,0.14352,-0.043517,0.018393,0.19264,-0.13435,0.0090543,0.01432,0.2692,-0.11432,0.12577,0.27198,-0.047533,-0.19005,0.20724,-0.13965,-0.025976,-0.20339,-0.11026,-0.19289,-0.10067
0.089543,0.19671,-0.05389,0.15722,0.18911,0.024717,0.066463,-0.16048,0.087858,0.074976,-0.20433,-0.20276,-0.03381,-0.014154,0.30119,0.030297,0.20294,0.068609,0.19177,-0.085577,-0.15795,-0.15197,0.14588,0.13724,-0.13661,-0.11378,-0.15786,-0.085695,0.12042,-0.083386,0.16819,-0.032361,-0.093168,-0.17559,0.095163,0.039542,-0.24277,0.097362,0.069716,-0.090012,-0.19298,0.012022,0.2503,0.15019,-0.13505,0.16677,0.049585,-0.037732,-0.05051,0.2656
2.0662e-05,-0.085202,0.11024,-0.055758,-0.0021306,0.025008,-0.051638,0.043557,-0.29254,-0.073794,-0.05829,-0.01331,-0.0045358,0.14641,0.10688,0.050279,0.3014,0.23664,0.29438,0.14818,0.11879,-0.073804,-0.0097679,0.065252,-0.21404,-0.1087,0.032888,0.11593,0.084951,0.23765,-0.14728,0.066331,0.11133,0.19434,-0.064574,-0.12936,-0.39985,-0.089733,-0.13597,0.23012,0.10715,-0.027608,-0.11805,-0.17868,0.12749,-0.020452,-0.047624,-0.10867,0.015668,0.037865
0.20029,-0.039454,-0.26944,0.16777,-0.095771,-0.057107,-0.18473,0.0038283,-0.12538,-0.0056846,0.13502,0.10868,-0.042375,0.045034,0.15595,0.0080355,-0.022566,0.092477,-0.35487,0.083458,0.00024317,0.0033565,0.080419,-0.025666,0.0040456,0.17448,-0.024408,-0.25889,-0.19424,-0.074747,0.0019669,0.19326,0.05969,0.12266,0.20617,0.029119,-0.22063,0.029317,0.068499,0.28583,0.10782,0.10142,0.13584,-0.087949,-0.17401,0.083258,-0.14555,0.24654,0.16409,0.13066
0.16432,-0.015387,-0.091275,0.013978,-0.14089,-0.21485,0.27061,0.22043,0.19106,0.17863,-0.083471,0.13771,-0.10474,-0.023622,0.14506,0.095199,0.07386,-0.20188,0.14359,-0.046197,0.21024,-0.076896,-0.21517,-0.0044949,-0.062065,-0.050766,-0.097976,0.1012,-0.042458,-0.028055,0.035782,-0.045269,0.11446,0.1583,-0.13273,-0.31528,0.035133,-0.10452,0.0089752,-0.062295,-0.066632,0.087372,0.13226,0.1697,0.046534,-0.13324,-0.33758,0.26577,0.064095,0.067601
