0.045995,0.090963,0.1339,0.17384,0.20991,0.24128,0.26726,0.28727,0.30087,0.30774,0.30774,0.30087,0.28727,0.26726,0.24128,0.20991,0.17384,0.1339,0.090963,0.045995
0.090963,0.17384,0.24128,0.28727,0.30774,0.30087,0.26726,0.20991,0.1339,0.045995,-0.045995,-0.1339,-0.20991,-0.26726,-0.30087,-0.30774,-0.28727,-0.24128,-0.17384,-0.090963
0.1339,0.24128,0.30087,0.30087,0.24128,0.1339,3.7793e-017,-0.1339,-0.24128,-0.30087,-0.30087,-0.24128,-0.1339,-7.5587e-017,0.1339,0.24128,0.30087,0.30087,0.24128,0.1339
0.17384,0.28727,0.30087,0.20991,0.045995,-0.1339,-0.26726,-0.30774,-0.24128,-0.090963,0.090963,0.24128,0.30774,0.26726,0.1339,-0.045995,-0.20991,-0.30087,-0.28727,-0.17384
0.20991,0.30774,0.24128,0.045995,-0.17384,-0.30087,-0.26726,-0.090963,0.1339,0.28727,0.28727,0.1339,-0.090963,-0.26726,-0.30087,-0.17384,0.045995,0.24128,0.30774,0.20991
0.24128,0.30087,0.1339,-0.1339,-0.30087,-0.24128,-7.5587e-017,0.24128,0.30087,0.1339,-0.1339,-0.30087,-0.24128,-1.5117e-016,0.24128,0.30087,0.1339,-0.1339,-0.30087,-0.24128
0.26726,0.26726,3.7793e-017,-0.26726,-0.26726,-7.5587e-017,0.26726,0.26726,1.1338e-016,-0.26726,-0.26726,-1.5117e-016,0.26726,0.26726,-3.5923e-016,-0.26726,-0.26726,-2.2676e-016,0.26726,0.26726
0.28727,0.20991,-0.1339,-0.30774,-0.090963,0.24128,0.26726,-0.045995,-0.30087,-0.17384,0.17384,0.30087,0.045995,-0.26726,-0.24128,0.090963,0.30774,0.1339,-0.20991,-0.28727
0.30087,0.1339,-0.24128,-0.24128,0.1339,0.30087,1.1338e-016,-0.30087,-0.1339,0.24128,0.24128,-0.1339,-0.30087,-2.2676e-016,0.30087,0.1339,-0.24128,-0.24128,0.1339,0.30087
0.30774,0.045995,-0.30087,-0.090963,0.28727,0.1339,-0.26726,-0.17384,0.24128,0.20991,-0.20991,-0.24128,0.17384,0.26726,-0.1339,-0.28727,0.090963,0.30087,-0.045995,-0.30774
0.30774,-0.045995,-0.30087,0.090963,0.28727,-0.1339,-0.26726,0.17384,0.24128,-0.20991,-0.20991,0.24128,0.17384,-0.26726,-0.1339,0.28727,0.090963,-0.30087,-0.045995,0.30774
0.30087,-0.1339,-0.24128,0.24128,0.1339,-0.30087,-1.5117e-016,0.30087,-0.1339,-0.24128,0.24128,0.1339,-0.30087,-3.0235e-016,0.30087,-0.1339,-0.24128,0.24128,0.1339,-0.30087
0.28727,-0.20991,-0.1339,0.30774,-0.090963,-0.24128,0.26726,0.045995,-0.30087,0.17384,0.17384,-0.30087,0.045995,0.26726,-0.24128,-0.090963,0.30774,-0.1339,-0.20991,0.28727
0.26726,-0.26726,-7.5587e-017,0.26726,-0.26726,-1.5117e-016,0.26726,-0.26726,-2.2676e-016,0.26726,-0.26726,-3.0235e-016,0.26726,-0.26726,7.1846e-016,0.26726,-0.26726,-4.5352e-016,0.26726,-0.26726
0.24128,-0.30087,0.1339,0.1339,-0.30087,0.24128,-3.5923e-016,-0.24128,0.30087,-0.1339,-0.1339,0.30087,-0.24128,7.1846e-016,0.24128,-0.30087,0.1339,0.1339,-0.30087,0.24128
0.20991,-0.30774,0.24128,-0.045995,-0.17384,0.30087,-0.26726,0.090963,0.1339,-0.28727,0.28727,-0.1339,-0.090963,0.26726,-0.30087,0.17384,0.045995,-0.24128,0.30774,-0.20991
0.17384,-0.28727,0.30087,-0.20991,0.045995,0.1339,-0.26726,0.30774,-0.24128,0.090963,0.090963,-0.24128,0.30774,-0.26726,0.1339,0.045995,-0.20991,0.30087,-0.28727,0.17384
0.1339,-0.24128,0.30087,-0.30087,0.24128,-0.1339,-2.2676e-016,0.1339,-0.24128,0.30087,-0.30087,0.24128,-0.1339,-4.5352e-016,0.1339,-0.24128,0.30087,-0.30087,0.24128,-0.1339
0.090963,-0.17384,0.24128,-0.28727,0.30774,-0.30087,0.26726,-0.20991,0.1339,-0.045995,-0.045995,0.1339,-0.20991,0.26726,-0.30087,0.30774,-0.28727,0.24128,-0.17384,0.090963
0.045995,-0.090963,0.1339,-0.17384,0.20991,-0.24128,0.26726,-0.28727,0.30087,-0.30774,0.30774,-0.30087,0.28727,-0.26726,0.24128,-0.20991,0.17384,-0.1339,0.090963,-0.045995
