-0.033715,-0.018565,-0.24083,-0.098657,0.15601,0.23894,0.0095967,0.31684,0.027959,-0.10514,0.041839,0.29382,0.11603,-0.047759,-0.21034,-0.015665,-0.071158,0.045714,0.13557,0.25636,-0.11883,-0.086704,-0.19587,0.16399,-0.13201,-0.15396,0.098911,-0.044599,-0.11688,0.016375,0.21673,0.17302,0.13007,-0.13456,0.038424,0.030882,-0.0077055,-0.18886,-0.10674,0.12571,-0.036424,0.12891,-0.0044761,-0.25691,0.19586,0.10912,0.066414,-0.1515,-0.038966,-0.057889
-0.19225,-0.10506,-0.16633,-0.31474,-0.093731,0.04653,0.093333,0.067389,-0.013688,-0.040112,-0.12689,-0.11753,0.065374,0.067929,0.064133,0.11072,-0.1138,0.022017,0.26996,-0.09323,-0.11345,0.16246,0.088196,0.055616,0.08966,0.16603,-0.26975,-0.0088495,0.2344,0.023678,-0.10067,-0.097258,0.26593,0.13037,-0.1886,0.11211,0.22365,0.14894,0.11714,0.096107,-0.089447,0.21255,-0.083381,-0.011878,0.21037,0.024149,-0.18521,-0.15576,0.14045,0.0316
-0.12229,0.21315,-0.068652,-0.22496,-0.059016,-0.29503,-0.14939,0.004656,-0.1045,-0.080642,-0.017644,-0.026568,-0.0060504,0.09478,0.081447,0.034774,0.4238,-0.11336,0.17348,0.061224,-0.12768,-0.052531,0.063707,-0.040376,-0.12076,-0.0052761,0.074946,-0.11425,-0.025065,-0.22061,-0.14536,0.15876,0.064786,0.013871,0.13646,0.16799,-0.19907,-0.12931,-0.0039648,-0.24827,0.029415,-0.10458,0.27862,-0.038676,0.1592,-0.050939,0.018645,-0.11997,0.2102,0.095577
0.11464,0.10253,-0.020159,-0.1369,-0.10384,-0.023227,0.077705,0.0098607,-0.010245,0.12514,0.00010556,-0.054117,0.0057768,0.0046266,-0.11962,-0.13654,0.042371,0.11501,-0.010883,-0.002065,-0.028684,-0.06591,0.13225,0.13002,0.47016,0.18019,0.26518,0.27161,0.040821,-0.12498,0.12991,-0.12477,0.06952,-0.12942,0.22048,0.073441,-0.014805,-0.097398,0.073253,-0.18763,0.0437,0.22412,-0.086085,0.011808,0.30384,-0.00065201,0.068491,0.24905,-0.18808,0.077613
-0.024008,-0.2208,-0.096897,0.1301,-0.033372,-0.17698,-0.0087758,0.21481,-0.21002,-0.15979,-0.026783,-0.077609,-0.10618,-0.10758,-0.06522,0.16664,0.12397,0.049271,0.39656,-0.067771,0.010455,-0.055358,-0.085254,-0.20257,-0.055327,-0.10728,-0.02145,0.19162,0.18321,0.10654,0.026302,-0.21273,-0.32294,-0.11184,-0.013874,-0.33464,-0.095629,-0.052138,0.13716,-0.10739,0.11637,0.056075,-0.12491,-0.12242,0.050846,0.061501,0.07474,0.016459,-0.021668,0.097763
-0.20521,0.030263,0.034278,0.092846,0.071233,0.02385,0.11134,0.21138,-0.14585,0.15435,0.09083,-0.019316,-0.04995,-0.037676,-0.14032,-0.06717,-0.00092611,-0.0017149,0.11179,0.071352,0.1086,0.13698,-0.25059,-0.041223,0.10582,0.25686,-0.02298,0.075728,-0.026676,0.03696,-0.069105,-0.010525,0.28111,0.091587,0.066471,0.054321,0.1214,0.26812,0.045495,-0.26363,0.085907,-0.37301,0.035722,-0.25022,-0.14398,-0.13352,0.27446,-0.037954,-0.088393,-0.11426
0.044509,-0.18425,0.0031002,0.049848,0.15957,0.061067,-0.024621,0.002062,0.061837,0.080976,-0.019397,0.068108,-0.17013,0.25951,-0.055066,0.15415,0.081338,0.043667,0.0046285,-0.091935,-0.34172,0.26523,0.011179,0.057051,0.05212,0.16546,0.052439,-0.018243,0.061191,-0.30418,0.057731,0.32707,-0.14357,-0.12998,-0.003303,-0.15646,0.057916,0.22946,-0.0036607,0.12415,0.0098485,-0.084671,-0.013203,0.049767,0.023289,0.24617,0.21717,0.22252,0.21183,0.0037372
-0.048708,0.13001,-0.17339,-0.14931,0.24019,0.1932,-0.064115,0.0043286,-0.11246,0.1165,0.24004,-0.36246,0.12901,0.0085014,0.082942,0.025343,0.073176,0.006025,-0.013106,0.0022318,0.021072,-0.015283,-0.037838,-0.076821,-0.095177,-0.2804,-0.11466,0.22973,0.0042684,-0.22223,0.26792,-0.10873,-0.20018,0.055944,-0.1153,0.1766,0.16949,0.068081,0.037776,0.05296,0.14815,-0.165,0.10276,0.17549,0.15,-0.0035641,0.022138,0.069788,-0.082861,-0.19756
-0.04562,0.096213,-0.11996,-0.15335,0.28299,-0.20705,-0.22697,-0.19679,-0.083657,0.14565,-0.20079,0.13192,0.078875,0.033318,-0.059792,-0.081309,-0.0013916,0.28552,-0.10398,-0.03476,-0.013364,0.020992,-0.12807,-0.1011,0.17637,0.10144,-0.13349,-0.12303,-0.076591,0.20975,0.062352,-0.010443,-0.026296,-0.070865,0.061825,-0.35206,0.26379,-0.11968,-0.017721,-0.10993,0.20815,-0.00057202,0.18168,0.030242,0.026741,0.098528,-0.1821,-0.094211,0.031102,-0.15702
0.054426,-0.010443,0.089333,-0.017666,-0.0040707,-0.099036,-0.12256,-0.0052221,-0.068741,-0.025006,-0.1935,0.15824,0.11599,-0.32273,0.069506,0.17745,0.10579,-0.1133,-0.026366,-0.17505,0.1423,-0.15657,-0.4124,-0.10569,0.04171,0.18724,-0.12368,0.074733,-0.090783,-0.23162,0.27764,-0.02018,-0.0056263,0.056518,0.030196,0.15945,0.067625,0.20987,-0.25229,0.080304,-0.074356,0.23526,0.021045,0.017705,-0.028124,-0.050188,0.030978,0.097386,0.12212,0.15808
0.16031,-0.10037,0.2052,-0.19135,-0.1815,0.1325,-0.11583,0.070919,-0.24098,0.0032529,0.36797,0.014617,-0.049316,-0.061696,0.027488,-0.050891,-0.17248,0.083563,0.12016,-0.16487,0.003971,-0.12677,0.15342,0.050011,-0.096052,0.024195,0.22319,-0.020568,-0.1286,0.1007,0.16224,-0.076159,0.12903,0.095435,-0.039072,-0.19325,0.11375,0.051753,-0.026572,-0.040875,-0.01906,-0.023072,0.29075,-0.11428,-0.033216,0.0091562,-0.099295,0.17964,0.38667,-0.0037145
-0.16044,-0.029251,-0.10252,-0.10145,0.059648,0.015216,-0.034878,0.029083,-0.32448,-0.13935,0.010922,0.055907,0.13087,-0.2231,-0.0057564,-0.33796,0.052183,-0.30387,-0.22622,-0.071669,-0.1027,0.15457,0.055779,0.0044456,-0.12362,0.069876,0.052987,-0.1971,0.22158,-0.21348,0.067446,-0.16278,0.20919,0.021105,0.027423,-0.31356,-0.1016,-0.047324,0.079527,0.11252,-0.04037,-0.0050339,-0.058201,0.15209,-0.066716,0.072298,0.086925,0.097401,-0.17497,0.028922
