0.0043764,0.0087485,0.013112,0.017463,0.021797,0.02611,0.030398,0.034656,0.038881,0.043068,0.047214,0.051314,0.055364,0.05936,0.0633,0.067178,0.070991,0.074735,0.078407,0.082003,0.08552,0.088954,0.092302,0.095561,0.098727,0.1018,0.10477,0.10764,0.11041,0.11307,0.11562,0.11806,0.12038,0.12259,0.12468,0.12665,0.12849,0.13022,0.13181,0.13328,0.13462,0.13583,0.13691,0.13785,0.13867,0.13934,0.13989,0.14029,0.14057,0.1407,0.1407,0.14057,0.14029,0.13989,0.13934,0.13867,0.13785,0.13691,0.13583,0.13462,0.13328,0.13181,0.13022,0.12849,0.12665,0.12468,0.12259,0.12038,0.11806,0.11562,0.11307,0.11041,0.10764,0.10477,0.1018,0.098727,0.095561,0.092302,0.088954,0.08552,0.082003,0.078407,0.074735,0.070991,0.067178,0.0633,0.05936,0.055364,0.051314,0.047214,0.043068,0.038881,0.034656,0.030398,0.02611,0.021797,0.017463,0.013112,0.0087485,0.0043764
0.0087485,0.017463,0.02611,0.034656,0.043068,0.051314,0.05936,0.067178,0.074735,0.082003,0.088954,0.095561,0.1018,0.10764,0.11307,0.11806,0.12259,0.12665,0.13022,0.13328,0.13583,0.13785,0.13934,0.14029,0.1407,0.14057,0.13989,0.13867,0.13691,0.13462,0.13181,0.12849,0.12468,0.12038,0.11562,0.11041,0.10477,0.098727,0.092302,0.08552,0.078407,0.070991,0.0633,0.055364,0.047214,0.038881,0.030398,0.021797,0.013112,0.0043764,-0.0043764,-0.013112,-0.021797,-0.030398,-0.038881,-0.047214,-0.055364,-0.0633,-0.070991,-0.078407,-0.08552,-0.092302,-0.098727,-0.10477,-0.11041,-0.11562,-0.12038,-0.12468,-0.12849,-0.13181,-0.13462,-0.13691,-0.13867,-0.13989,-0.14057,-0.1407,-0.14029,-0.13934,-0.13785,-0.13583,-0.13328,-0.13022,-0.12665,-0.12259,-0.11806,-0.11307,-0.10764,-0.1018,-0.095561,-0.088954,-0.082003,-0.074735,-0.067178,-0.05936,-0.051314,-0.043068,-0.034656,-0.02611,-0.017463,-0.0087485
0.013112,0.02611,0.038881,0.051314,0.0633,0.074735,0.08552,0.095561,0.10477,0.11307,0.12038,0.12665,0.13181,0.13583,0.13867,0.14029,0.1407,0.13989,0.13785,0.13462,0.13022,0.12468,0.11806,0.11041,0.1018,0.092302,0.082003,0.070991,0.05936,0.047214,0.034656,0.021797,0.0087485,-0.0043764,-0.017463,-0.030398,-0.043068,-0.055364,-0.067178,-0.078407,-0.088954,-0.098727,-0.10764,-0.11562,-0.12259,-0.12849,-0.13328,-0.13691,-0.13934,-0.14057,-0.14057,-0.13934,-0.13691,-0.13328,-0.12849,-0.12259,-0.11562,-0.10764,-0.098727,-0.088954,-0.078407,-0.067178,-0.055364,-0.043068,-0.030398,-0.017463,-0.0043764,0.0087485,0.021797,0.034656,0.047214,0.05936,0.070991,0.082003,0.092302,0.1018,0.11041,0.11806,0.12468,0.13022,0.13462,0.13785,0.13989,0.1407,0.14029,0.13867,0.13583,0.13181,0.12665,0.12038,0.11307,0.10477,0.095561,0.08552,0.074735,0.0633,0.051314,0.038881,0.02611,0.013112
0.017463,0.034656,0.051314,0.067178,0.082003,0.095561,0.10764,0.11806,0.12665,0.13328,0.13785,0.14029,0.14057,0.13867,0.13462,0.12849,0.12038,0.11041,0.098727,0.08552,0.070991,0.055364,0.038881,0.021797,0.0043764,-0.013112,-0.030398,-0.047214,-0.0633,-0.078407,-0.092302,-0.10477,-0.11562,-0.12468,-0.13181,-0.13691,-0.13989,-0.1407,-0.13934,-0.13583,-0.13022,-0.12259,-0.11307,-0.1018,-0.088954,-0.074735,-0.05936,-0.043068,-0.02611,-0.0087485,0.0087485,0.02611,0.043068,0.05936,0.074735,0.088954,0.1018,0.11307,0.12259,0.13022,0.13583,0.13934,0.1407,0.13989,0.13691,0.13181,0.12468,0.11562,0.10477,0.092302,0.078407,0.0633,0.047214,0.030398,0.013112,-0.0043764,-0.021797,-0.038881,-0.055364,-0.070991,-0.08552,-0.098727,-0.11041,-0.12038,-0.12849,-0.13462,-0.13867,-0.14057,-0.14029,-0.13785,-0.13328,-0.12665,-0.11806,-0.10764,-0.095561,-0.082003,-0.067178,-0.051314,-0.034656,-0.017463
0.021797,0.043068,0.0633,0.082003,0.098727,0.11307,0.12468,0.13328,0.13867,0.1407,0.13934,0.13462,0.12665,0.11562,0.1018,0.08552,0.067178,0.047214,0.02611,0.0043764,-0.017463,-0.038881,-0.05936,-0.078407,-0.095561,-0.11041,-0.12259,-0.13181,-0.13785,-0.14057,-0.13989,-0.13583,-0.12849,-0.11806,-0.10477,-0.088954,-0.070991,-0.051314,-0.030398,-0.0087485,0.013112,0.034656,0.055364,0.074735,0.092302,0.10764,0.12038,0.13022,0.13691,0.14029,0.14029,0.13691,0.13022,0.12038,0.10764,0.092302,0.074735,0.055364,0.034656,0.013112,-0.0087485,-0.030398,-0.051314,-0.070991,-0.088954,-0.10477,-0.11806,-0.12849,-0.13583,-0.13989,-0.14057,-0.13785,-0.13181,-0.12259,-0.11041,-0.095561,-0.078407,-0.05936,-0.038881,-0.017463,0.0043764,0.02611,0.047214,0.067178,0.08552,0.1018,0.11562,0.12665,0.13462,0.13934,0.1407,0.13867,0.13328,0.12468,0.11307,0.098727,0.082003,0.0633,0.043068,0.021797
0.02611,0.051314,0.074735,0.095561,0.11307,0.12665,0.13583,0.14029,0.13989,0.13462,0.12468,0.11041,0.092302,0.070991,0.047214,0.021797,-0.0043764,-0.030398,-0.055364,-0.078407,-0.098727,-0.11562,-0.12849,-0.13691,-0.14057,-0.13934,-0.13328,-0.12259,-0.10764,-0.088954,-0.067178,-0.043068,-0.017463,0.0087485,0.034656,0.05936,0.082003,0.1018,0.11806,0.13022,0.13785,0.1407,0.13867,0.13181,0.12038,0.10477,0.08552,0.0633,0.038881,0.013112,-0.013112,-0.038881,-0.0633,-0.08552,-0.10477,-0.12038,-0.13181,-0.13867,-0.1407,-0.13785,-0.13022,-0.11806,-0.1018,-0.082003,-0.05936,-0.034656,-0.0087485,0.017463,0.043068,0.067178,0.088954,0.10764,0.12259,0.13328,0.13934,0.14057,0.13691,0.12849,0.11562,0.098727,0.078407,0.055364,0.030398,0.0043764,-0.021797,-0.047214,-0.070991,-0.092302,-0.11041,-0.12468,-0.13462,-0.13989,-0.14029,-0.13583,-0.12665,-0.11307,-0.095561,-0.074735,-0.051314,-0.02611
0.030398,0.05936,0.08552,0.10764,0.12468,0.13583,0.14057,0.13867,0.13022,0.11562,0.095561,0.070991,0.043068,0.013112,-0.017463,-0.047214,-0.074735,-0.098727,-0.11806,-0.13181,-0.13934,-0.14029,-0.13462,-0.12259,-0.10477,-0.082003,-0.055364,-0.02611,0.0043764,0.034656,0.0633,0.088954,0.11041,0.12665,0.13691,0.1407,0.13785,0.12849,0.11307,0.092302,0.067178,0.038881,0.0087485,-0.021797,-0.051314,-0.078407,-0.1018,-0.12038,-0.13328,-0.13989,-0.13989,-0.13328,-0.12038,-0.1018,-0.078407,-0.051314,-0.021797,0.0087485,0.038881,0.067178,0.092302,0.11307,0.12849,0.13785,0.1407,0.13691,0.12665,0.11041,0.088954,0.0633,0.034656,0.0043764,-0.02611,-0.055364,-0.082003,-0.10477,-0.12259,-0.13462,-0.14029,-0.13934,-0.13181,-0.11806,-0.098727,-0.074735,-0.047214,-0.017463,0.013112,0.043068,0.070991,0.095561,0.11562,0.13022,0.13867,0.14057,0.13583,0.12468,0.10764,0.08552,0.05936,0.030398
0.034656,0.067178,0.095561,0.11806,0.13328,0.14029,0.13867,0.12849,0.11041,0.08552,0.055364,0.021797,-0.013112,-0.047214,-0.078407,-0.10477,-0.12468,-0.13691,-0.1407,-0.13583,-0.12259,-0.1018,-0.074735,-0.043068,-0.0087485,0.02611,0.05936,0.088954,0.11307,0.13022,0.13934,0.13989,0.13181,0.11562,0.092302,0.0633,0.030398,-0.0043764,-0.038881,-0.070991,-0.098727,-0.12038,-0.13462,-0.14057,-0.13785,-0.12665,-0.10764,-0.082003,-0.051314,-0.017463,0.017463,0.051314,0.082003,0.10764,0.12665,0.13785,0.14057,0.13462,0.12038,0.098727,0.070991,0.038881,0.0043764,-0.030398,-0.0633,-0.092302,-0.11562,-0.13181,-0.13989,-0.13934,-0.13022,-0.11307,-0.088954,-0.05936,-0.02611,0.0087485,0.043068,0.074735,0.1018,0.12259,0.13583,0.1407,0.13691,0.12468,0.10477,0.078407,0.047214,0.013112,-0.021797,-0.055364,-0.08552,-0.11041,-0.12849,-0.13867,-0.14029,-0.13328,-0.11806,-0.095561,-0.067178,-0.034656
0.038881,0.074735,0.10477,0.12665,0.13867,0.13989,0.13022,0.11041,0.082003,0.047214,0.0087485,-0.030398,-0.067178,-0.098727,-0.12259,-0.13691,-0.14057,-0.13328,-0.11562,-0.088954,-0.055364,-0.017463,0.021797,0.05936,0.092302,0.11806,0.13462,0.1407,0.13583,0.12038,0.095561,0.0633,0.02611,-0.013112,-0.051314,-0.08552,-0.11307,-0.13181,-0.14029,-0.13785,-0.12468,-0.1018,-0.070991,-0.034656,0.0043764,0.043068,0.078407,0.10764,0.12849,0.13934,0.13934,0.12849,0.10764,0.078407,0.043068,0.0043764,-0.034656,-0.070991,-0.1018,-0.12468,-0.13785,-0.14029,-0.13181,-0.11307,-0.08552,-0.051314,-0.013112,0.02611,0.0633,0.095561,0.12038,0.13583,0.1407,0.13462,0.11806,0.092302,0.05936,0.021797,-0.017463,-0.055364,-0.088954,-0.11562,-0.13328,-0.14057,-0.13691,-0.12259,-0.098727,-0.067178,-0.030398,0.0087485,0.047214,0.082003,0.11041,0.13022,0.13989,0.13867,0.12665,0.10477,0.074735,0.038881
0.043068,0.082003,0.11307,0.13328,0.1407,0.13462,0.11562,0.08552,0.047214,0.0043764,-0.038881,-0.078407,-0.11041,-0.13181,-0.14057,-0.13583,-0.11806,-0.088954,-0.051314,-0.0087485,0.034656,0.074735,0.10764,0.13022,0.14029,0.13691,0.12038,0.092302,0.055364,0.013112,-0.030398,-0.070991,-0.10477,-0.12849,-0.13989,-0.13785,-0.12259,-0.095561,-0.05936,-0.017463,0.02611,0.067178,0.1018,0.12665,0.13934,0.13867,0.12468,0.098727,0.0633,0.021797,-0.021797,-0.0633,-0.098727,-0.12468,-0.13867,-0.13934,-0.12665,-0.1018,-0.067178,-0.02611,0.017463,0.05936,0.095561,0.12259,0.13785,0.13989,0.12849,0.10477,0.070991,0.030398,-0.013112,-0.055364,-0.092302,-0.12038,-0.13691,-0.14029,-0.13022,-0.10764,-0.074735,-0.034656,0.0087485,0.051314,0.088954,0.11806,0.13583,0.14057,0.13181,0.11041,0.078407,0.038881,-0.0043764,-0.047214,-0.08552,-0.11562,-0.13462,-0.1407,-0.13328,-0.11307,-0.082003,-0.043068
